No.    랭크,캐릭터 이름,CustomizeLv,체력,KB,속도,공격력,DPS,범위,빈도 F,발생 F  사거리  비용    재생산  특성
170-2,5超激レア,,クビランパサラン,Lv 30 + 0,"20,400",1,4,850,66,単体,384,105,450,"4,500",974610010,対 全敵（メタル 無 魔 使 除く） 100％の確率でふっとばす100％の確率でLv8波動（射程 1732.5）5000850001200503000[第2形態][超激レア][対白][対赤][対黒][対浮][対天使][対エイリアン][対ゾンビ][対古代種][対悪魔]
170-3,5超激レア,,E・クビランパサラン,Lv 30 + 0,"20,400",1,4,850,66,単体,384,105,450,"4,500",974610010,100％の確率でクリティカル100％の確率でLv8波動（射程 1732.5）5000850001200503000[第3形態][最上位形態][超激レア][対メタル]
171-1,5超激レア,,テコルガ,Lv 30 + 0,"8,500",5,3,"2,550",933,単体,82,13,140,"4,500",7461010,-150002550005001503000[第1形態][超激レア]
171-2,5超激レア,,テサランパサラン,Lv 30 + 0,"20,400",1,4,"124,100","15,258",単体,244,105,620,"4,500",974610010,10％の確率でクリティカル73000012410000120073003000[第2形態][超激レア][対メタル]
171-3,5超激レア,,ムギワラテサラン,Lv 30 + 0,"20,400",1,4,"124,100","15,258",単体,244,105,720,"4,500",974610010,20％の確率でクリティカル73000012410000120073003000[第3形態][最上位形態][超激レア][対メタル]
172-1,5超激レア,,バララガ,Lv 30 + 0,"8,500",5,3,"2,550",933,単体,82,13,140,"4,500",7461010,-150002550005001503000[第1形態][超激レア]
172-2,5超激レア,,バラランパサラン,Lv 30 + 0,"20,400",1,4,187,11,範囲,493,94,940,"4,500",974610010,対 全敵（無 魔 使 除く） 100％の確率で70～84F動きを止める1100187001200113000[第2形態][超激レア][対白][対赤][対黒][対浮][対メタル][対天使][対エイリアン][対ゾンビ][対古代種][対悪魔]
172-3,5超激レア,,ピカランバララン,Lv 30 + 0,"20,400",1,4,187,11,範囲,493,94,940,"4,500",974610010,対 全敵（無 魔 使 除く） 100％の確率で90～108F動きを止める対 全敵（無 魔 使 除く） 100％の確率で180～216F攻撃力50％に低下1100187001200113000[第3形態][最上位形態][超激レア][対白][対赤][対黒][対浮][対メタル][対天使][対エイリアン][対ゾンビ][対古代種][対悪魔]
175-1,5超激レア,,マンボ王,Lv 30 + 0,135,1,6,"20,740","1,944",範囲,320,11,491,"4,200",25462810,-1220002074000812202800[第1形態][超激レア]
175-2,5超激レア,,生ける伝説,Lv 30 + 0,170,1,6,"27,540","2,582",範囲,320,11,491,"4,200",25462810,-16200027540001016202800[第2形態][超激レア]
175-3,5超激レア,,太平洋の主,Lv 30 + 0,170,1,6,"27,540","2,582",範囲,320,11,551,"4,200",25462810,-16200027540001016202800[第3形態][最上位形態][超激レア]
178-1,5超激レア,,覇龍ディオラムス,Lv 30 + 0,"93,500",2,4,"22,865","2,424",範囲,283,104,395,"6,600",47064970,対 天使 50％の確率でふっとばす対 天使 50％の確率で120～144F動きを遅くする無効（遅くする）1345002286500550013454400[第1形態][超激レア][対天使]
178-2,5超激レア,,覇龍王ディオラムス,Lv 30 + 0,"139,400",2,4,"44,625","4,731",範囲,283,104,395,"6,600",47064970,対 天使 50％の確率でふっとばす対 天使 50％の確率で120～144F動きを遅くする無効（遅くする）2625004462500820026254400[第2形態][超激レア][対天使]
178-3,5超激レア,,覇龍皇帝ディオラムス,Lv 30 + 0,"231,200",2,4,"59,500","6,307",範囲,283,104,410,"6,600",47064970,対 天使 100％の確率でふっとばす対 天使 100％の確率で120～144F動きを遅くする100％の確率でバリアブレイク無効（遅くする）35000059500001360035004400[第3形態][最上位形態][超激レア][対天使]
181-1,5超激レア,,謎の少女ユキ,Lv 30 + 0,"20,740",5,9,"21,505","2,016",範囲,320,43,430,"4,320",31463410,対 浮いてる敵 超ダメージ（与ダメ x3～4）1265002150500122012652880[第1形態][超激レア][対浮]
181-2,5超激レア,,謎の少女ユキ＆ネコ,Lv 30 + 0,"41,650",5,9,"43,010","4,032",範囲,320,43,430,"4,320",31463410,対 浮いてる敵 超ダメージ（与ダメ x3～4）2530004301000245025302880[第2形態][超激レア][対浮]
181-3,5超激レア,,謎のネコ耳少女ユキ,Lv 30 + 0,"41,650",5,9,"43,010","4,779",範囲,270,43,460,"4,320",31463410,対 浮いてる敵 超ダメージ（与ダメ x3～4）無効（攻撃力低下）2530004301000245025302880[第3形態][最上位形態][超激レア][対浮]
186-1,5超激レア,,ハルシュト,Lv 30 + 0,"25,500",3,8,"6,800","1,079",単体,189,14,295,"2,550",24462710,対 メタルな敵 打たれ強い（被ダメ 1/4～1/5）10％の確率でクリティカル4000068000015004001700[第1形態][超激レア][対メタル]
186-2,5超激レア,,ハルシュトCC,Lv 30 + 0,"34,000",3,8,"10,200","1,619",単体,189,14,295,"2,550",24462710,対 メタルな敵 打たれ強い（被ダメ 1/4～1/5）20％の確率でクリティカル60000102000020006001700[第2形態][超激レア][対メタル]
186-3,5超激レア,,革命のハルシュトCC,Lv 30 + 0,"42,500",3,12,"10,200","1,619",単体,189,14,345,"2,550",24462710,対 メタルな敵 打たれ強い（被ダメ 1/4～1/5）40％の確率でクリティカル60000102000025006001700[第3形態][最上位形態][超激レア][対メタル]
187-1,5超激レア,,コーネリア,Lv 30 + 0,"23,800",4,27,"11,900","2,349",範囲,152,53,410,"3,750",18462110,対 赤い敵 黒い敵 30％の確率で120～144F動きを止める70000119000014007002500[第1形態][超激レア][対赤][対黒]
187-2,5超激レア,,コーネリアCC,Lv 30 + 0,"27,200",4,27,"15,640","3,087",範囲,152,53,410,"3,750",18462110,対 赤い敵 黒い敵 30％の確率で120～144F動きを止める92000156400016009202500[第2形態][最上位形態][超激レア][対赤][対黒]
188-1,5超激レア,,ユーヴェンス,Lv 30 + 0,"78,200",2,10,"30,600","9,089",単体,101,22,210,"2,850",11461410,対 天使 打たれ強い（被ダメ 1/4～1/5）1800003060000460018001900[第1形態][超激レア][対天使]
188-2,5超激レア,,ユーヴェンスCC,Lv 30 + 0,"113,900",2,10,"36,550","10,856",単体,101,22,210,"2,850",11461410,対 天使 打たれ強い（被ダメ 1/4～1/5）2150003655000670021501900[第2形態][超激レア][対天使]
188-3,5超激レア,,休日の騎士様ユーヴェンスCC,Lv 30 + 0,"132,600",2,10,"36,550","10,856",単体,101,22,210,"2,850",11461410,"2連続攻撃 18,275 18,2750（22F 34F）対 天使 打たれ強い（被ダメ 1/4～1/5）対 天使 20％の確率で60F攻撃無効107510750780021501900[第3形態][最上位形態][超激レア][対天使]"
189-1,5超激レア,,ミスティカ,Lv 30 + 0,"20,400",3,14,"16,660","1,285",範囲,389,70,690,"5,700",38464110,対 黒い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）98000166600012009803800[第1形態][超激レア][対黒]
189-2,5超激レア,,ミスティカCC,Lv 30 + 0,"25,500",3,14,"21,760","1,678",範囲,389,70,690,"5,700",38464110,対 黒い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）1280002176000150012803800[第2形態][最上位形態][超激レア][対黒]
195-1,5超激レア,,アキラ,Lv 30 + 0,"51,000",3,13,"25,500","4,873",範囲,157,108,430,"4,860",41464410,対 エイリアン 50％の確率で120～144F動きを止める無効（攻撃力低下）1500002550000300015003240[第1形態][超激レア][対エイリアン]
195-2,5超激レア,,シャドウ・アキラ,Lv 30 + 0,"51,000",3,13,"25,500","4,873",範囲,157,108,430,"4,860",41464410,体力50％以下で攻撃力上昇（与ダメ x1.5）無効（波動 攻撃力低下）1500002550000300015003240[第2形態][超激レア]
195-3,5超激レア,,インフェルノ・アキラ,Lv 30 + 0,"51,000",3,13,"25,500","4,873",範囲,157,108,430,"4,860",41464410,対 エイリアン めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）無効（波動 攻撃力低下）1500002550000300015003240[第3形態][最上位形態][超激レア][対エイリアン]
196-1,5超激レア,,西園寺メカ子,Lv 30 + 0,"96,900",2,7,"34,000","4,700",範囲,217,68,445,"5,925",43464610,対 黒い敵 エイリアン 打たれ強い（被ダメ 1/4～1/5）100％の確率で1度だけ生き残る2000003400000570020003950[第1形態][超激レア][対黒][対エイリアン]
196-2,5超激レア,,ドクトルDr.メカ子,Lv 30 + 0,"96,900",2,7,"34,000","4,700",範囲,217,68,445,"5,925",43464610,対 エイリアン 50％の確率でふっとばす対 エイリアン 50％の確率で250～300F攻撃力50％に低下2000003400000570020003950[第2形態][超激レア][対エイリアン]
196-3,5超激レア,,アストロDr.メカ子,Lv 30 + 0,"96,900",2,7,"34,000","4,700",範囲,217,68,445,"5,925",43464610,対 エイリアン 超ダメージ（与ダメ x3～4）対 エイリアン 100％の確率で150～180F動きを遅くする2000003400000570020003950[第3形態][最上位形態][超激レア][対エイリアン]
197-1,5超激レア,,キャットマンダディ,Lv 30 + 0,"67,150",5,12,"42,500","4,570",範囲,279,70,440,"5,520",44464710,対 浮いてる敵 エイリアン 超ダメージ（与ダメ x3～4）2500004250000395025003680[第1形態][超激レア][対浮][対エイリアン]
197-2,5超激レア,,キャットマンダーク,Lv 30 + 0,"67,150",5,12,"42,500","4,570",範囲,279,70,440,"5,520",44464710,対 天使 エイリアン 超ダメージ（与ダメ x3～4）2500004250000395025003680[第2形態][超激レア][対天使][対エイリアン]
197-3,5超激レア,,キャットマンライジング,Lv 30 + 0,"67,150",5,12,"42,500","4,570",範囲,279,70,440,"5,520",44464710,対 エイリアン 古代種 超ダメージ（与ダメ x3～4）無効（古代の呪い）2500004250000395025003680[第3形態][最上位形態][超激レア][対エイリアン][対古代種]
204-1,5超激レア,,カチカチヤマンズ,Lv 30 + 0,"10,200",4,16,"1,190","1,879",範囲,19,3,290,720,226490,対 天使 エイリアン 15％の確率で70～84F攻撃力50％に低下700011900060070480[第1形態][超激レア][対天使][対エイリアン]
204-2,5超激レア,,炎護射撃車ウーウー,Lv 30 + 0,"54,400",2,38,"20,382","3,597",範囲,170,61,460,"5,100",21462410,対 天使 エイリアン 100％の確率で140～168F攻撃力50％に低下1199002038200320011993400[第2形態][超激レア][対天使][対エイリアン]
204-3,5超激レア,,豪炎狙撃車ウーウー,Lv 30 + 0,"54,400",2,48,"20,382","3,597",範囲,170,61,460,"5,100",21462410,対 天使 エイリアン めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）対 天使 エイリアン 100％の確率で140～168F攻撃力50％に低下1199002038200320011993400[第3形態][最上位形態][超激レア][対天使][対エイリアン]
213-1,5超激レア,,ホワイトラビット,Lv 30 + 0,"48,960",6,11,"33,660","3,581",範囲,282,43,465,"5,325",42464510,対 赤い敵 エイリアン 100％の確率で140～168F動きを遅くする1980003366000288019803550[第1形態][超激レア][対赤][対エイリアン]
213-2,5超激レア,,ブラックキャット,Lv 30 + 0,"48,960",6,11,"33,660","3,581",範囲,282,43,465,"5,325",42464510,対 赤い敵 エイリアン めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）1980003366000288019803550[第2形態][超激レア][対赤][対エイリアン]
213-3,5超激レア,,グレーフォックス,Lv 30 + 0,"48,960",6,11,"33,660","3,581",範囲,282,43,465,"5,325",42464510,対 赤い敵 エイリアン 100％の確率でふっとばす対 赤い敵 エイリアン 100％の確率で150～180F攻撃力50％に低下1980003366000288019803550[第3形態][最上位形態][超激レア][対赤][対エイリアン]
223-1,5超激レア,,ヒュージハーミット,Lv 30 + 0,"41,547",1,9,"5,100","6,955",範囲,22,9,166,"3,750",10781342,対 エイリアン めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）3000051000024443002500[第1形態][超激レア][対エイリアン]
223-2,5超激レア,,ヒュージハーミットCC,Lv 30 + 0,"56,660",1,9,"7,650","10,432",範囲,22,9,166,"3,750",10781342,対 エイリアン めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）4500076500033334502500[第2形態][最上位形態][超激レア][対エイリアン]
224-1,5超激レア,,ジュピターキング,Lv 30 + 0,"61,200",2,5,"36,822","3,849",範囲,287,38,460,"6,300",45464810,対 エイリアン 50％の確率でふっとばす対 エイリアン 50％の確率で150～180F動きを遅くする2166003682200360021664200[第1形態][超激レア][対エイリアン]
224-2,5超激レア,,ジュピターキングCC,Lv 30 + 0,"76,500",2,5,"45,322","4,737",範囲,287,38,460,"6,300",45464810,対 エイリアン 50％の確率でふっとばす対 エイリアン 50％の確率で150～180F動きを遅くする2666004532200450026664200[第2形態][最上位形態][超激レア][対エイリアン]
225-1,5超激レア,,モーデン元帥,Lv 30 + 0,"29,070",3,8,"17,680","3,958",範囲,134,15,410,"4,275",37063970,対 エイリアン 打たれ強い（被ダメ 1/4～1/5）対 エイリアン 40％の確率でふっとばす1040001768000171010402850[第1形態][超激レア][対エイリアン]
225-2,5超激レア,,モーデン元帥CC,Lv 30 + 0,"47,770",3,8,"24,310","5,443",範囲,134,15,410,"4,275",37063970,対 エイリアン 打たれ強い（被ダメ 1/4～1/5）対 エイリアン 40％の確率でふっとばす1430002431000281014302850[第2形態][最上位形態][超激レア][対エイリアン]
226-1,5超激レア,,ハイドゥ,Lv 30 + 0,"57,630",3,14,"23,697","4,133",範囲,172,33,420,"5,775",46464910,対 浮いてる敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）対 浮いてる敵 50％の確率でふっとばす1394002369700339013943850[第1形態][超激レア][対浮]
226-2,5超激レア,,ハイドゥCC,Lv 30 + 0,"72,250",3,14,"29,597","5,162",範囲,172,33,420,"5,775",46464910,対 浮いてる敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）対 浮いてる敵 50％の確率でふっとばす1741002959700425017413850[第2形態][最上位形態][超激レア][対浮]
227-1,5超激レア,,呪術師デスピエロ,Lv 30 + 0,"105,400",2,8,"108,970","13,678",範囲,239,70,430,"6,135",49465210,対 浮いてる敵 エイリアン のみに攻撃対 敵城 与ダメx464100010897000620064104090[第1形態][超激レア][対浮][対エイリアン]
227-2,5超激レア,,闇商人バビル,Lv 30 + 0,"105,400",2,8,"108,970","13,678",範囲,239,70,430,"6,135",49465210,対 天使 エイリアン のみに攻撃撃破時お金x264100010897000620064104090[第2形態][超激レア][対天使][対エイリアン]
227-3,5超激レア,,奇術科学者クレイG,Lv 30 + 0,"158,100",2,8,"163,455","20,517",範囲,239,70,430,"6,135",49465210,対 エイリアン のみに攻撃無効（ふっとばす 止める 遅くする 攻撃力低下）96150016345500930096154090[第3形態][最上位形態][超激レア][対エイリアン]
230-1,5超激レア,,ウィンディスイート,Lv 30 + 0,"19,550",6,9,"31,535","2,319",範囲,408,81,435,"4,425",29463210,対 エイリアン 超ダメージ（与ダメ x3～4）1855003153500115018552950[第1形態][超激レア][対エイリアン]
230-2,5超激レア,,ウィンディスイートα,Lv 30 + 0,"38,250",6,9,"55,335","4,069",範囲,408,81,435,"4,425",29463210,対 エイリアン 超ダメージ（与ダメ x3～4）3255005533500225032552950[第2形態][最上位形態][超激レア][対エイリアン]
231-1,5超激レア,,デビルサンディア,Lv 30 + 0,"19,550",5,8,"31,535","2,383",範囲,397,90,425,"4,410",28663130,対 黒い敵 超ダメージ（与ダメ x3～4）1855003153500115018552940[第1形態][超激レア][対黒]
231-2,5超激レア,,デビルサンディアβ,Lv 30 + 0,"38,250",5,8,"55,335","4,181",範囲,397,90,425,"4,410",28663130,対 黒い敵 超ダメージ（与ダメ x3～4）3255005533500225032552940[第2形態][最上位形態][超激レア][対黒]
237-1,5超激レア,,軍神オーディン,Lv 30 + 0,"23,290",4,8,"20,400","2,419",範囲,253,54,425,"4,200",22462510,対 天使 超ダメージ（与ダメ x3～4）対 天使 打たれ強い（被ダメ 1/4～1/5）1200002040000137012002800[第1形態][超激レア][対天使]
237-2,5超激レア,,軍神オーディンCC,Lv 30 + 0,"40,630",4,8,"33,150","3,931",範囲,253,54,425,"4,200",22462510,対 天使 超ダメージ（与ダメ x3～4）対 天使 打たれ強い（被ダメ 1/4～1/5）1950003315000239019502800[第2形態][最上位形態][超激レア][対天使]
241-1,5超激レア,,トゲルガ,Lv 30 + 0,"8,500",5,4,"2,550",933,単体,82,13,140,"4,500",7461010,-150002550005001503000[第1形態][超激レア]
241-2,5超激レア,,トゲランパサラン,Lv 30 + 0,850,1,4,"51,000","2,550",範囲,600,105,445,"4,500",47465010,体力1％以下で攻撃力上昇（与ダメ x3）100％の確率で1度だけ生き残る無効（波動）30000051000005030003000[第2形態][超激レア]
241-3,5超激レア,,デイダラトゲラン,Lv 30 + 0,"51,000",100,4,"51,000","3,000",範囲,510,105,445,"4,500",47465010,体力99％以下で攻撃力上昇（与ダメ x3）100％の確率で1度だけ生き残る無効（波動）3000005100000300030003000[第3形態][最上位形態][超激レア]
242-1,5超激レア,,雪だるまのスノーカイ,Lv 30 + 0,"68,000",2,15,"26,435","5,019",範囲,158,51,175,"3,990",21462410,対 天使 エイリアン 打たれ強い（被ダメ 1/4～1/5）1555002643500400015552660[第1形態][超激レア][対天使][対エイリアン]
242-2,5超激レア,,雪だるまのスノーカイμ,Lv 30 + 0,"88,400",2,15,"42,415","8,053",範囲,158,51,175,"3,990",21462410,対 天使 エイリアン 打たれ強い（被ダメ 1/4～1/5）2495004241500520024952660[第2形態][最上位形態][超激レア][対天使][対エイリアン]
243-1,5超激レア,,サンタのメリークウ,Lv 30 + 0,"30,600",5,12,"51,000","3,066",範囲,499,60,400,"4,200",37444008,対 天使 エイリアン めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）3000005100000180030002800[第1形態][超激レア][対天使][対エイリアン]
243-2,5超激レア,,サンタのメリークウγ,Lv 30 + 0,"56,100",5,12,"71,400","4,293",範囲,499,60,400,"4,200",37444008,対 天使 エイリアン めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）4200007140000330042002800[第2形態][最上位形態][超激レア][対天使][対エイリアン]
244-1,5超激レア,,聖夜のシスターカッパー,Lv 30 + 0,"27,540",3,7,"21,930","3,481",範囲,189,100,375,"3,720",17442008,対 天使 エイリアン 50％の確率で140～168F動きを止める1290002193000162012902480[第1形態][超激レア][対天使][対エイリアン]
244-2,5超激レア,,聖夜のシスターカッパーκ,Lv 30 + 0,"39,100",3,7,"29,750","4,722",範囲,189,100,375,"3,720",17442008,対 天使 エイリアン 50％の確率で140～168F動きを止める1750002975000230017502480[第2形態][最上位形態][超激レア][対天使][対エイリアン]
258-1,5超激レア,,天空神ゼウス,Lv 30 + 0,"53,550",2,8,"24,650","4,131",範囲,179,64,480,"4,800",47465010,対 天使 打たれ強い（被ダメ 1/4～1/5）1450002465000315014503200[第1形態][超激レア][対天使]
258-2,5超激レア,,ギガントゼウス,Lv 30 + 0,"64,600",2,8,"32,300","5,413",範囲,179,64,480,"4,800",47465010,対 天使 打たれ強い（被ダメ 1/4～1/5）1900003230000380019003200[第2形態][超激レア][対天使]
258-3,5超激レア,,Gギガントゼウス,Lv 30 + 0,"71,060",2,8,"36,125","6,054",範囲,179,64,480,"4,800",47465010,対 天使 打たれ強い（被ダメ 1/4～1/5）2125003612500418021253200[第3形態][最上位形態][超激レア][対天使]
259-1,5超激レア,,守護神アヌビス,Lv 30 + 0,"40,800",3,18,"35,700","4,011",範囲,267,116,425,"4,200",41464410,対 ゾンビ ゾンビキラー（撃破時蘇生無効）無効（波動 遅くする）2100003570000240021002800[第1形態][超激レア][対ゾンビ]
259-2,5超激レア,,パーフェクトアヌビス,Lv 30 + 0,"54,400",3,18,"47,600","5,348",範囲,267,116,425,"4,200",41464410,対 ゾンビ ゾンビキラー（撃破時蘇生無効）無効（波動 遅くする）2800004760000320028002800[第2形態][超激レア][対ゾンビ]
259-3,5超激レア,,Gパーフェクトアヌビス,Lv 30 + 0,"68,000",3,18,"59,500","6,685",範囲,267,116,425,"4,200",41464410,対 ゾンビ ゾンビキラー（撃破時蘇生無効）無効（波動 ふっとばす 遅くする）3500005950000400035002800[第3形態][最上位形態][超激レア][対ゾンビ]
260-1,5超激レア,,美女神アフロディーテ,Lv 30 + 0,"33,150",4,7,"30,600","2,557",範囲,359,122,600,"4,500",39464210,対 エイリアン 超ダメージ（与ダメ x3～4）遠方範囲攻撃（450～850）1800003060000195018003000[第1形態][超激レア][対エイリアン]
260-2,5超激レア,,メガロディーテ,Lv 30 + 0,"44,200",4,7,"40,800","3,409",範囲,359,122,600,"4,500",39464210,対 エイリアン 超ダメージ（与ダメ x3～4）遠方範囲攻撃（450～850）2400004080000260024003000[第2形態][超激レア][対エイリアン]
260-3,5超激レア,,Gメガロディーテ,Lv 30 + 0,"52,700",4,7,"40,800","3,409",範囲,359,122,600,"4,500",39464210,対 エイリアン 超ダメージ（与ダメ x3～4）遠方範囲攻撃（450～850）2400004080000310024003000[第3形態][最上位形態][超激レア][対エイリアン]
262-1,5超激レア,,天誅ハヤブサ,Lv 30 + 0,"46,750",7,25,"10,200","2,054",範囲,149,32,365,"4,275",32463510,30％の確率でクリティカル遠方範囲攻撃（250～650）無効（遅くする）60000102000027506002850[第1形態][超激レア][対メタル]
262-2,5超激レア,,斬魔ハヤブサ,Lv 30 + 0,"46,750",7,25,"20,400","4,107",範囲,149,32,365,"4,275",32463510,対 エイリアン 50％の確率でふっとばす対 エイリアン 50％の確率で100～120F動きを遅くする遠方範囲攻撃（250～650）無効（遅くする）1200002040000275012002850[第2形態][超激レア][対エイリアン]
262-3,5超激レア,,滅殺ハヤブサ,Lv 30 + 0,"46,750",7,25,"20,400","4,107",範囲,149,32,365,"4,275",32463510,対 ゾンビ 50％の確率でふっとばす対 ゾンビ 50％の確率で100～120F動きを遅くする対 ゾンビ ゾンビキラー（撃破時蘇生無効）遠方範囲攻撃（250～650）無効（遅くする）1200002040000275012002850[第3形態][最上位形態][超激レア][対ゾンビ]
270-1,5超激レア,,幼獣ガオ,Lv 30 + 0,"13,600",5,9,"6,800","2,217",範囲,92,33,310,900,226490,対 全敵（白 無 魔 使 除く） めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）40000680000800400600[第1形態][超激レア][対赤][対黒][対浮][対メタル][対天使][対エイリアン][対ゾンビ][対古代種][対悪魔]
270-2,5超激レア,,皇獣ガオウ,Lv 30 + 0,"64,600",4,9,"27,200","5,197",範囲,157,38,470,"6,000",43464610,対 全敵（白 無 魔 使 除く） めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）5％の確率でクリティカル無効（波動）1600002720000380016004000[第2形態][最上位形態][超激レア][対赤][対黒][対浮][対メタル][対天使][対エイリアン][対ゾンビ][対古代種][対悪魔]
271-1,5超激レア,,狂乱のユキ,Lv 30 + 0,"19,550",5,8,"25,330","1,853",範囲,410,43,420,"4,320",31463410,対 赤い敵 黒い敵 超ダメージ（与ダメ x3～4）1490002533000115014902880[第1形態][超激レア][対赤][対黒]
271-2,5超激レア,,狂乱のユキ＆ネコ,Lv 30 + 0,"36,550",5,8,"50,660","3,707",範囲,410,43,420,"4,320",31463410,対 赤い敵 黒い敵 超ダメージ（与ダメ x3～4）2980005066000215029802880[第2形態][超激レア][対赤][対黒]
271-3,5超激レア,,狂乱のネコ耳ユキ,Lv 30 + 0,"53,550",5,16,"63,325","4,634",範囲,410,43,420,"4,320",31463410,対 赤い敵 黒い敵 超ダメージ（与ダメ x3～4）無効（遅くする）3725006332500315037252880[第3形態][最上位形態][超激レア][対赤][対黒]
272-1,5超激レア,,太陽神アマテラス,Lv 30 + 0,"37,060",4,10,"12,750","1,922",範囲,199,60,455,"4,740",37464010,対 全敵（白 無 魔 使 除く） 超ダメージ（与ダメ x3～4）75000127500021807503160[第1形態][超激レア][対赤][対黒][対浮][対メタル][対天使][対エイリアン][対ゾンビ][対古代種][対悪魔]
272-2,5超激レア,,テラアマテラス,Lv 30 + 0,"50,660",4,10,"17,000","2,563",範囲,199,60,455,"4,740",37464010,対 全敵（白 無 魔 使 除く） 超ダメージ（与ダメ x3～4）1000001700000298010003160[第2形態][超激レア][対赤][対黒][対浮][対メタル][対天使][対エイリアン][対ゾンビ][対古代種][対悪魔]
272-3,5超激レア,,Gテラアマテラス,Lv 30 + 0,"50,660",4,10,"23,375","3,524",範囲,199,60,455,"4,740",37464010,対 全敵（白 無 魔 使 除く） 超ダメージ（与ダメ x3～4）1375002337500298013753160[第3形態][最上位形態][超激レア][対赤][対黒][対浮][対メタル][対天使][対エイリアン][対ゾンビ][対古代種][対悪魔]
273-1,5超激レア,,繁栄神ガネーシャ,Lv 30 + 0,"43,860",5,9,"25,160","2,705",範囲,279,80,400,"4,350",34463710,体力80％以下で攻撃力上昇（与ダメ x1.5）遠方範囲攻撃（275～725）1480002516000258014802900[第1形態][超激レア]
273-2,5超激レア,,ガネーシャエクサ,Lv 30 + 0,"59,160",5,9,"33,660","3,619",範囲,279,80,400,"4,350",34463710,体力80％以下で攻撃力上昇（与ダメ x1.5）遠方範囲攻撃（275～725）1980003366000348019802900[第2形態][超激レア]
273-3,5超激レア,,Gガネーシャエクサ,Lv 30 + 0,"66,810",5,9,"33,660","3,619",範囲,279,80,400,"4,350",34463710,体力80％以下で攻撃力上昇（与ダメ x2）遠方範囲攻撃（275～725）1980003366000393019802900[第3形態][最上位形態][超激レア]
275-1,5超激レア,,トロピカルカリファ,Lv 30 + 0,"25,840",5,27,"21,250","4,222",範囲,151,37,340,"3,900",19462210,対 赤い敵 超ダメージ（与ダメ x3～4）1250002125000152012502600[第1形態][超激レア][対赤]
275-2,5超激レア,,トロピカルXカリファ,Lv 30 + 0,"43,180",5,27,"34,000","6,755",範囲,151,37,340,"3,900",19462210,対 赤い敵 超ダメージ（与ダメ x3～4）2000003400000254020002600[第2形態][最上位形態][超激レア][対赤]
276-1,5超激レア,,真夏のホワイトラビット,Lv 30 + 0,"48,960",6,11,"38,760","4,123",範囲,282,43,465,"4,950",39464210,対 黒い敵 天使 100％の確率で140～168F動きを遅くする2280003876000288022803300[第1形態][超激レア][対黒][対天使]
276-2,5超激レア,,真夏のブラックキャット,Lv 30 + 0,"48,960",6,11,"38,760","4,123",範囲,282,43,465,"4,950",39464210,対 黒い敵 天使 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）2280003876000288022803300[第2形態][最上位形態][超激レア][対黒][対天使]
284-1,5超激レア,,猫飯拳パイパイ,Lv 30 + 0,"47,600",3,20,"51,000","4,826",範囲,317,76,440,"4,500",33463610,対 赤い敵 超ダメージ（与ダメ x3～4）対 赤い敵 打たれ強い（被ダメ 1/4～1/5）無効（攻撃力低下）3000005100000280030003000[第1形態][超激レア][対赤]
284-2,5超激レア,,猫飯拳パイパイZ,Lv 30 + 0,"47,600",3,20,"51,000","4,826",範囲,317,76,440,"4,500",33463610,対 赤い敵 超ダメージ（与ダメ x3～4）対 赤い敵 打たれ強い（被ダメ 1/4～1/5）無効（攻撃力低下）3000005100000280030003000[第2形態][超激レア][対赤]
284-3,5超激レア,,猫拳王パイパイDX,Lv 30 + 0,"47,600",3,20,"51,000","4,826",範囲,317,76,440,"4,500",33463610,対 赤い敵 超ダメージ（与ダメ x3～4）対 赤い敵 超打たれ強い（被ダメ 1/6～1/7）無効（攻撃力低下）3000005100000280030003000[第3形態][最上位形態][超激レア][対赤]
287-1,5超激レア,,閃雷機兵レイ,Lv 30 + 0,"42,500",5,24,"34,000","4,857",範囲,210,71,400,"4,110",27463010,対 浮いてる敵 超ダメージ（与ダメ x3～4）対 浮いてる敵 打たれ強い（被ダメ 1/4～1/5）無効（遅くする）2000003400000250020002740[第1形態][超激レア][対浮]
